BGM:そして勇者は眠りにつく.mp3
BPM:300
ACC:333
NOTE:2.2
COMP:打打だいず
LV:17(MAX)
CC:TKYK.env

#START
#BPM:91.2
#SPEED:0.0,0
1,1920,2
1,32,1

#SPEED:1.8,2,4

1,32,-255
1,16,-255
1,8,-255
1,4,-255

1,1920,1
1,12,2

1,24,-255

1,1920,0
1,24,3

1,24,1
1,24,2

1,1920,0
1,12,3

1,6,-255

1,1920,0
1,1920,1
1,1920,2
1,12,3

1,24,-255

1,1920,0
1,24,3

1,24,2
1,24,1

1,1920,0
1,12,3

1,6,-255

1,1920,0
1,12,3

1,24,3
1,24,2
1,24,1
1,24,0

1,1920,2
1,12,3

1,24,0
1,24,1
1,24,2
1,24,3

1,1920,0
1,12,1

#BPM:136
#SPEED:3.0,1,2
3,16,0
3,16,1
3,16,0
3,16,1
3,1920,3
3,16,0
3,1920,2

3,16,1
3,1920,2
3,1920,3
3,16,0
3,1920,3
3,16,1
3,1920,2
3,16,0

#BPM:90
#SPEED:1.6,2,2

3,1920,0
3,1920,1
3,1920,2
3,4,3

1,8,-255

1,16,3
1,16,2

#BPM:80

1,1920,0
1,8,1

#BPM:70

1,16,3,0.5
1,16,2,0.25

1,8,-255

1,16,3
1,16,2

#BPM:60

1,1920,0
1,8,1

1,1920,1
1,16,2

#BPM:30

1,1920,0
1,8,3

1,32,-255

#SPEED:2.3,0
1,19200,0
1,19200,1
1,19200,2
1,8,3

#BPM:234

1,16,-255

3,1920,0
3,1920,1
3,1920,2
3,16,3
3,1920,0
3,1920,1
3,1920,2
3,16,3
3,1920,0
3,1920,1
3,1920,2
3,16,3
3,1920,0
3,1920,1
3,1920,2
3,16,3
3,1920,0
3,1920,1
3,1920,2
3,16,3

1,8,-255

1,1920,0
1,1920,1
1,1920,2
1,8,3

1,16,-255

1,16,2
1,8,1

1,1920,0
1,1920,1
1,1920,2
1,8,3

1,16,-255

1,16,1
1,8,2

1,1920,0,1
1,8,1,1

1,1920,2,0.5
1,8,3,0.5
#END
